Format Version,1.23,Take Name,Take 2024-07-17 09.12.15 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-07-17 09.12.15.319 AM,Total Frames in Take,11539,Total Exported Frames,11539,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,drone,drone,drone,drone,drone,drone,drone
,ID,"22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
4408,36.733333,0.025414,-0.040581,-0.008104,-0.998820,-2.531374,1.607265,2.304231
4409,36.741667,0.021503,-0.040307,-0.006424,-0.998935,-2.525863,1.607138,2.303866
4410,36.750000,0.021508,-0.040756,-0.005998,-0.998920,-2.520757,1.607020,2.303619
4411,36.758333,0.020035,-0.039556,-0.005929,-0.998999,-2.515807,1.606619,2.303068
4412,36.766667,0.020165,-0.041121,-0.005651,-0.998935,-2.510553,1.606705,2.303245
4413,36.775000,0.020900,-0.041483,-0.005771,-0.998904,-2.505459,1.606570,2.302891
4414,36.783333,0.024509,-0.043434,-0.007133,-0.998730,-2.500723,1.606848,2.303347
4415,36.791667,0.020920,-0.042790,-0.005928,-0.998847,-2.495308,1.606726,2.302733
4416,36.800000,0.020810,-0.042427,-0.005691,-0.998867,-2.490306,1.606585,2.302433
4417,36.808333,0.020781,-0.043642,-0.005964,-0.998813,-2.485094,1.606458,2.302265
4418,36.816667,0.019593,-0.042690,-0.005188,-0.998883,-2.480224,1.606129,2.301527
4419,36.825000,0.020441,-0.043959,-0.005709,-0.998808,-2.475235,1.606368,2.301544
4420,36.833333,0.020234,-0.044203,-0.005495,-0.998803,-2.470190,1.606310,2.301182
4421,36.841667,0.023772,-0.045903,-0.007644,-0.998634,-2.465433,1.606170,2.301544
4422,36.850000,0.017950,-0.045056,-0.005018,-0.998811,-2.460224,1.605626,2.300530
4423,36.858333,0.018949,-0.045285,-0.005222,-0.998781,-2.455247,1.605991,2.300344
4424,36.866667,0.018624,-0.046091,-0.005481,-0.998749,-2.450033,1.605718,2.299993
4425,36.875000,0.019023,-0.047716,-0.005369,-0.998665,-2.445193,1.605671,2.299794
4426,36.883333,0.017848,-0.047321,-0.005607,-0.998705,-2.440211,1.605556,2.299235
4427,36.891667,0.016184,-0.046067,-0.005169,-0.998794,-2.435355,1.605052,2.298453
4428,36.900000,0.020574,-0.048853,-0.006959,-0.998570,-2.430591,1.605292,2.298749
4429,36.908333,0.017139,-0.047886,-0.004816,-0.998694,-2.425354,1.605239,2.297807
4430,36.916667,0.015941,-0.048107,-0.004428,-0.998705,-2.420532,1.604813,2.297132
4431,36.925000,0.015829,-0.048010,-0.004601,-0.998711,-2.415433,1.604879,2.296662
4432,36.933333,0.015010,-0.048644,-0.004284,-0.998694,-2.410597,1.604488,2.296207
4433,36.941667,0.015410,-0.049652,-0.004653,-0.998637,-2.405641,1.604803,2.296046
4434,36.950000,0.016197,-0.051249,-0.004804,-0.998543,-2.400807,1.604586,2.295701
4435,36.958333,0.008680,-0.053279,0.000124,-0.998542,-2.395917,1.605210,2.295617
4436,36.966667,0.015047,-0.052320,-0.004984,-0.998505,-2.390872,1.604336,2.294694
4437,36.975000,0.014537,-0.052345,-0.004762,-0.998512,-2.386019,1.604233,2.294062
4438,36.983333,0.014283,-0.051649,-0.003627,-0.998557,-2.381219,1.604206,2.293197
4439,36.991667,0.013299,-0.052111,-0.003237,-0.998548,-2.376317,1.603827,2.292438
4440,37.000000,0.011672,-0.052025,-0.003114,-0.998573,-2.371409,1.603798,2.291951
4441,37.008333,0.010797,-0.052503,-0.002571,-0.998559,-2.366648,1.603407,2.291306
4442,37.016667,0.015013,-0.055365,-0.005676,-0.998337,-2.361820,1.603447,2.291737
4443,37.025000,0.009927,-0.053587,-0.001655,-0.998512,-2.356805,1.603142,2.290223
4444,37.033333,0.010466,-0.054500,-0.001796,-0.998457,-2.351875,1.603449,2.289850
4445,37.041667,0.008097,-0.054284,-0.000858,-0.998492,-2.346934,1.602791,2.289202
4446,37.050000,0.006691,-0.054492,-0.000901,-0.998491,-2.342023,1.602440,2.288488
4447,37.058333,0.008056,-0.055481,-0.000678,-0.998427,-2.337234,1.602946,2.288240
4448,37.066667,0.005180,-0.055400,0.000501,-0.998451,-2.332275,1.602155,2.287240
4449,37.075000,0.001090,-0.059155,0.003808,-0.998241,-2.327417,1.603193,2.287623
4450,37.083333,0.004273,-0.056208,0.001336,-0.998409,-2.322519,1.602076,2.286141
4451,37.091667,0.003651,-0.057230,0.001961,-0.998352,-2.317583,1.601811,2.285624
4452,37.100000,0.002832,-0.057022,0.001864,-0.998367,-2.312804,1.601694,2.284946
4453,37.108333,0.002589,-0.057064,0.003083,-0.998362,-2.307958,1.601717,2.283928
4454,37.116667,0.002902,-0.058867,0.003230,-0.998256,-2.302895,1.601672,2.283725
4455,37.125000,0.002001,-0.058629,0.003517,-0.998272,-2.298063,1.601636,2.282902
4456,37.133333,0.004523,-0.061204,0.002059,-0.998113,-2.293220,1.601333,2.283179
4457,37.141667,0.001094,-0.059530,0.004361,-0.998216,-2.288386,1.601407,2.281777
4458,37.150000,0.001198,-0.059750,0.005182,-0.998199,-2.283493,1.601251,2.281046
4459,37.158333,0.000950,-0.059888,0.005142,-0.998191,-2.278575,1.601204,2.280337
4460,37.166667,0.000851,-0.060154,0.005676,-0.998173,-2.273727,1.601041,2.279683
4461,37.175000,-0.003359,-0.063636,0.008463,-0.997932,-2.268731,1.601838,2.279998
4462,37.183333,0.000785,-0.061227,0.005978,-0.998106,-2.263820,1.600896,2.278291
4463,37.191667,0.000891,-0.061834,0.006170,-0.998067,-2.258838,1.600950,2.277804
4464,37.200000,0.001259,-0.062552,0.006624,-0.998019,-2.254020,1.600858,2.277059
4465,37.208333,0.001090,-0.062259,0.006895,-0.998036,-2.249180,1.600785,2.276423
4466,37.216667,0.001329,-0.062580,0.007102,-0.998014,-2.244230,1.600716,2.275618
4467,37.225000,0.000800,-0.062811,0.008227,-0.997991,-2.239284,1.600703,2.274854
4468,37.233333,0.000371,-0.065080,0.008843,-0.997841,-2.234321,1.600821,2.274635
4469,37.241667,0.001545,-0.063401,0.009012,-0.997946,-2.229325,1.600673,2.273531
4470,37.250000,0.002621,-0.065458,0.008957,-0.997812,-2.224109,1.600651,2.273300
4471,37.258333,0.001811,-0.064589,0.010088,-0.997859,-2.219318,1.600584,2.272355
4472,37.266667,0.002010,-0.065110,0.010520,-0.997821,-2.214276,1.600630,2.271603
4473,37.275000,0.002136,-0.064664,0.011244,-0.997841,-2.209289,1.600528,2.270842
4474,37.283333,0.001917,-0.065576,0.011762,-0.997776,-2.204249,1.600599,2.270360
4475,37.291667,0.002512,-0.066202,0.012561,-0.997724,-2.199165,1.600521,2.269615
4476,37.300000,0.003354,-0.066269,0.012724,-0.997715,-2.194001,1.600540,2.268877
4477,37.308333,0.003009,-0.068183,0.013728,-0.997574,-2.188654,1.600434,2.268642
4478,37.316667,0.002743,-0.066866,0.013740,-0.997664,-2.183787,1.600605,2.267797
4479,37.325000,0.002859,-0.066807,0.015268,-0.997645,-2.178773,1.600592,2.266812
4480,37.333333,0.003728,-0.067845,0.015313,-0.997571,-2.173498,1.600508,2.266259
4481,37.341667,0.002602,-0.067973,0.016362,-0.997550,-2.168324,1.600410,2.265675
4482,37.350000,0.002945,-0.068659,0.016632,-0.997497,-2.163312,1.600489,2.265084
4483,37.358333,0.003583,-0.068032,0.016508,-0.997540,-2.158162,1.600453,2.264194
4484,37.366667,0.003353,-0.069721,0.017332,-0.997410,-2.152739,1.600447,2.263926
4485,37.375000,0.003487,-0.069351,0.017289,-0.997436,-2.147685,1.600295,2.263053
4486,37.383333,0.003699,-0.069542,0.017212,-0.997424,-2.142577,1.600293,2.262514
4487,37.391667,0.003521,-0.070278,0.017409,-0.997369,-2.137228,1.600217,2.261867
4488,37.400000,0.003369,-0.070598,0.017225,-0.997350,-2.132047,1.600205,2.261264
4489,37.408333,0.001202,-0.072137,0.019074,-0.997212,-2.126785,1.600631,2.261130
4490,37.416667,0.003255,-0.071625,0.017374,-0.997275,-2.121441,1.599920,2.260067
4491,37.425000,0.003350,-0.071834,0.017259,-0.997262,-2.116262,1.599949,2.259362
4492,37.433333,0.004034,-0.071616,0.016625,-0.997286,-2.111165,1.599967,2.258700
4493,37.441667,0.003256,-0.072099,0.016728,-0.997252,-2.105754,1.599891,2.257861
4494,37.450000,0.004587,-0.072729,0.015979,-0.997213,-2.100670,1.599828,2.257236
4495,37.458333,0.004540,-0.072360,0.015303,-0.997251,-2.095478,1.599773,2.256542
4496,37.466667,0.005864,-0.074512,0.013512,-0.997111,-2.089789,1.599714,2.256289
4497,37.475000,0.004308,-0.072911,0.013858,-0.997233,-2.084892,1.599631,2.255235
4498,37.483333,0.005797,-0.073786,0.012738,-0.997176,-2.079501,1.599487,2.254507
4499,37.491667,0.004945,-0.074465,0.012261,-0.997136,-2.074191,1.599328,2.253939
4500,37.500000,0.006099,-0.074758,0.011250,-0.997120,-2.068912,1.599210,2.253168
4501,37.508333,0.005093,-0.075602,0.011192,-0.997062,-2.063698,1.599297,2.252570
4502,37.516667,0.006961,-0.075015,0.009121,-0.997117,-2.058380,1.599201,2.251845
4503,37.525000,0.007638,-0.075634,0.008410,-0.997071,-2.053063,1.599189,2.251148
4504,37.533333,0.007096,-0.075915,0.007818,-0.997058,-2.047541,1.598914,2.250437
4505,37.541667,0.006378,-0.076036,0.007386,-0.997057,-2.042326,1.598752,2.249451
4506,37.550000,0.007821,-0.076922,0.006395,-0.996986,-2.036927,1.598815,2.249003
4507,37.558333,0.007036,-0.076593,0.006202,-0.997018,-2.031659,1.598584,2.248150
4508,37.566667,0.007529,-0.077539,0.005502,-0.996946,-2.026014,1.598436,2.247534
4509,37.575000,0.006237,-0.077524,0.005218,-0.996957,-2.020552,1.598249,2.247047
4510,37.583333,0.006352,-0.077861,0.006048,-0.996926,-2.015327,1.598607,2.246231
4511,37.591667,0.007411,-0.077154,0.004851,-0.996980,-2.009916,1.598394,2.245144
4512,37.600000,0.007005,-0.079400,0.004403,-0.996809,-2.003918,1.598051,2.245122
4513,37.608333,0.008085,-0.078409,0.004967,-0.996876,-1.998991,1.598259,2.243765
4514,37.616667,0.007258,-0.079435,0.005429,-0.996799,-1.993045,1.598037,2.243363
4515,37.625000,0.006969,-0.080585,0.005167,-0.996710,-1.987197,1.597876,2.242913
4516,37.633333,0.006723,-0.079030,0.005474,-0.996835,-1.982266,1.598011,2.241771
4517,37.641667,0.006504,-0.081331,0.005817,-0.996649,-1.976164,1.597685,2.241506
4518,37.650000,0.006032,-0.080303,0.005953,-0.996734,-1.970599,1.597684,2.240778
4519,37.658333,0.005834,-0.079421,0.007969,-0.996792,-1.965500,1.598270,2.239326
4520,37.666667,0.007497,-0.082508,0.005713,-0.996546,-1.959289,1.598023,2.239715
4521,37.675000,0.006513,-0.082423,0.007084,-0.996551,-1.953785,1.597598,2.238708
4522,37.683333,0.006425,-0.080637,0.008415,-0.996687,-1.948601,1.597804,2.237105
4523,37.691667,0.009128,-0.083690,0.005294,-0.996436,-1.942512,1.597858,2.237680
4524,37.700000,0.005337,-0.082935,0.008304,-0.996506,-1.937024,1.597561,2.236354
4525,37.708333,0.005035,-0.082225,0.008610,-0.996564,-1.931524,1.597176,2.235385
4526,37.716667,0.001575,-0.086580,0.011654,-0.996176,-1.925618,1.598190,2.235703
4527,37.725000,0.005442,-0.083814,0.008846,-0.996427,-1.920027,1.597328,2.234169
4528,37.733333,0.005395,-0.083596,0.009176,-0.996443,-1.914767,1.597232,2.233111
4529,37.741667,0.005432,-0.083878,0.009357,-0.996417,-1.908982,1.597070,2.232286
4530,37.750000,0.004801,-0.083390,0.009536,-0.996460,-1.903524,1.597070,2.231401
4531,37.758333,0.005285,-0.084535,0.009086,-0.996365,-1.897713,1.597002,2.230871
4532,37.766667,0.004783,-0.085021,0.010406,-0.996313,-1.891814,1.597136,2.230226
4533,37.775000,0.004558,-0.086204,0.011358,-0.996202,-1.886266,1.597516,2.229618
4534,37.783333,0.005033,-0.084881,0.009626,-0.996332,-1.880926,1.596900,2.228346
4535,37.791667,0.005700,-0.086139,0.009351,-0.996223,-1.874936,1.596936,2.227904
4536,37.800000,0.005772,-0.086144,0.009224,-0.996223,-1.869353,1.597010,2.226954
4537,37.808333,0.004915,-0.084888,0.008560,-0.996342,-1.863905,1.596725,2.226040
4538,37.816667,0.006154,-0.086947,0.009202,-0.996151,-1.857909,1.596826,2.225438
4539,37.825000,0.005929,-0.086656,0.008983,-0.996180,-1.852366,1.596771,2.224609
4540,37.833333,0.005269,-0.085959,0.008740,-0.996246,-1.846962,1.596737,2.223363
4541,37.841667,0.011101,-0.089586,0.003860,-0.995910,-1.841032,1.596869,2.223841
4542,37.850000,0.001339,-0.090278,0.012041,-0.995843,-1.835075,1.597450,2.223140
4543,37.858333,0.005862,-0.087400,0.008357,-0.996121,-1.829667,1.596528,2.221063
4544,37.866667,0.005402,-0.087748,0.008688,-0.996090,-1.823798,1.596704,2.220443
4545,37.875000,0.005731,-0.088020,0.008522,-0.996066,-1.817948,1.596673,2.219771
4546,37.883333,0.006952,-0.087932,0.008442,-0.996066,-1.812423,1.596876,2.218587
4547,37.891667,0.006505,-0.088554,0.008044,-0.996018,-1.806421,1.596819,2.218039
4548,37.900000,0.005034,-0.088728,0.008609,-0.996006,-1.800926,1.596658,2.217072
4549,37.908333,0.002833,-0.089808,0.010908,-0.995895,-1.794939,1.597163,2.216924
4550,37.916667,0.005316,-0.088722,0.009112,-0.996001,-1.789302,1.596437,2.215234
4551,37.925000,0.005775,-0.089134,0.007781,-0.995973,-1.783354,1.596590,2.214678
4552,37.933333,0.005572,-0.089558,0.008888,-0.995926,-1.777759,1.596649,2.213767
4553,37.941667,0.005022,-0.089375,0.007916,-0.995954,-1.771956,1.596634,2.213099
4554,37.950000,0.005617,-0.089801,0.008981,-0.995903,-1.766015,1.596558,2.212060
4555,37.958333,0.005657,-0.090761,0.007950,-0.995825,-1.760010,1.596570,2.211329
4556,37.966667,0.005703,-0.090117,0.007964,-0.995883,-1.754465,1.596592,2.210404
4557,37.975000,0.005982,-0.090751,0.008279,-0.995821,-1.748436,1.596648,2.209581
4558,37.983333,0.009138,-0.090551,0.005829,-0.995833,-1.742883,1.596921,2.209227
4559,37.991667,0.006508,-0.090757,0.008048,-0.995819,-1.736889,1.596849,2.207849
4560,38.000000,0.005297,-0.090336,0.008481,-0.995861,-1.731224,1.596709,2.206817
4561,38.008333,0.004788,-0.090484,0.008078,-0.995854,-1.725159,1.596765,2.206100
4562,38.016667,0.005809,-0.091026,0.008493,-0.995795,-1.719344,1.596720,2.204986
4563,38.025000,0.005850,-0.091034,0.008521,-0.995794,-1.713502,1.596859,2.204282
4564,38.033333,0.005378,-0.090613,0.008089,-0.995839,-1.707710,1.596746,2.203062
4565,38.041667,0.001729,-0.094207,0.011513,-0.995485,-1.701513,1.597693,2.203321
4566,38.050000,0.005349,-0.091366,0.008570,-0.995766,-1.695820,1.596668,2.201353
4567,38.058333,0.007074,-0.092051,0.008445,-0.995693,-1.689803,1.597068,2.200496
4568,38.066667,0.005646,-0.091699,0.008250,-0.995737,-1.684017,1.596989,2.199549
4569,38.075000,0.005177,-0.091834,0.007590,-0.995732,-1.678134,1.597061,2.198878
4570,38.083333,0.006030,-0.092199,0.008372,-0.995687,-1.672180,1.596972,2.197869
4571,38.091667,0.006052,-0.092943,0.008576,-0.995616,-1.666028,1.597108,2.196940
4572,38.100000,0.004522,-0.092854,0.008243,-0.995635,-1.660433,1.597110,2.195948
4573,38.108333,0.006314,-0.093108,0.008362,-0.995601,-1.654286,1.597164,2.195087
4574,38.116667,0.005922,-0.093267,0.008342,-0.995589,-1.648373,1.597146,2.194053
4575,38.125000,0.006269,-0.093422,0.008478,-0.995571,-1.642327,1.597188,2.193236
4576,38.133333,0.005585,-0.093046,0.008319,-0.995611,-1.636510,1.597197,2.192086
4577,38.141667,0.005745,-0.093760,0.008355,-0.995543,-1.630291,1.597433,2.191509
4578,38.150000,0.006359,-0.093858,0.008384,-0.995530,-1.624423,1.597413,2.190281
4579,38.158333,0.005363,-0.093917,0.008955,-0.995525,-1.618491,1.597353,2.189266
4580,38.166667,0.005332,-0.093797,0.008240,-0.995543,-1.612493,1.597551,2.188479
4581,38.175000,0.006868,-0.094734,0.008110,-0.995446,-1.606507,1.597658,2.187520
4582,38.183333,0.005687,-0.094427,0.008511,-0.995479,-1.600337,1.597564,2.186521
4583,38.191667,0.006112,-0.094511,0.008644,-0.995468,-1.594324,1.597618,2.185449
4584,38.200000,0.006666,-0.094863,0.008094,-0.995435,-1.588396,1.597993,2.184684
4585,38.208333,0.005516,-0.094767,0.008678,-0.995446,-1.582405,1.597778,2.183548
4586,38.216667,0.006846,-0.095399,0.008088,-0.995383,-1.576184,1.597900,2.182609
4587,38.225000,0.004850,-0.096493,0.009822,-0.995273,-1.570135,1.598235,2.182222
4588,38.233333,0.002748,-0.097798,0.010987,-0.995142,-1.564199,1.598957,2.181408
4589,38.241667,0.011135,-0.096682,0.004807,-0.995241,-1.558523,1.598738,2.180563
4590,38.250000,0.006523,-0.095724,0.008273,-0.995352,-1.552176,1.598073,2.178630
4591,38.258333,0.006902,-0.096233,0.008242,-0.995301,-1.546011,1.598309,2.177813
4592,38.266667,0.006689,-0.096036,0.007310,-0.995329,-1.540146,1.598495,2.176800
4593,38.275000,0.005220,-0.095441,0.008184,-0.995388,-1.534111,1.598231,2.175619
4594,38.283333,0.002750,-0.099142,0.010760,-0.995011,-1.528032,1.599108,2.175506
4595,38.291667,0.003774,-0.098399,0.010123,-0.995088,-1.521563,1.599154,2.174345
4596,38.300000,0.006308,-0.096601,0.008239,-0.995269,-1.515562,1.598838,2.172630
4597,38.308333,0.005908,-0.096302,0.007746,-0.995305,-1.509680,1.598705,2.171554
4598,38.316667,0.006642,-0.097078,0.008072,-0.995222,-1.503430,1.598890,2.170698
4599,38.325000,0.006002,-0.096632,0.008589,-0.995265,-1.497331,1.599078,2.169611
4600,38.333333,0.008570,-0.098194,0.006481,-0.995109,-1.491283,1.599890,2.169299
4601,38.341667,0.005871,-0.097163,0.008527,-0.995215,-1.485059,1.599252,2.167575
4602,38.350000,0.007370,-0.097931,0.009327,-0.995122,-1.478496,1.599390,2.166382
4603,38.358333,0.005270,-0.097470,0.009059,-0.995183,-1.472670,1.599611,2.165587
4604,38.366667,0.011326,-0.098572,0.005681,-0.995049,-1.466656,1.600031,2.165066
4605,38.375000,0.005936,-0.097774,0.009562,-0.995145,-1.460203,1.599881,2.163404
4606,38.383333,0.006827,-0.097985,0.010450,-0.995110,-1.454094,1.599821,2.162121
4607,38.391667,0.005945,-0.097751,0.010001,-0.995143,-1.447860,1.599985,2.161247
4608,38.400000,0.005963,-0.098218,0.011678,-0.995079,-1.441398,1.600383,2.160126
4609,38.408333,0.006493,-0.098419,0.012118,-0.995050,-1.435119,1.600517,2.159103
4610,38.416667,0.008958,-0.099553,0.010760,-0.994934,-1.429005,1.601473,2.158487
4611,38.425000,0.006993,-0.097895,0.012929,-0.995088,-1.422654,1.600726,2.156590
4612,38.433333,0.007650,-0.098862,0.013781,-0.994976,-1.416196,1.601338,2.155850
4613,38.441667,0.009218,-0.099182,0.013130,-0.994940,-1.409851,1.601968,2.155017
4614,38.450000,0.007407,-0.098793,0.015363,-0.994962,-1.403535,1.601877,2.153533
4615,38.458333,0.009562,-0.099589,0.015534,-0.994862,-1.396935,1.602441,2.152568
4616,38.466667,0.009290,-0.099841,0.015263,-0.994843,-1.390619,1.602601,2.151849
4617,38.475000,0.007967,-0.099118,0.016809,-0.994902,-1.384261,1.602397,2.150177
4618,38.483333,0.009259,-0.100336,0.017645,-0.994754,-1.377743,1.602952,2.149307
4619,38.491667,0.008870,-0.100157,0.018222,-0.994765,-1.371295,1.603066,2.148194
4620,38.500000,0.009690,-0.100270,0.018103,-0.994748,-1.364799,1.603356,2.147081
4621,38.508333,0.009293,-0.100411,0.018922,-0.994723,-1.358359,1.603454,2.145919
4622,38.516667,0.007729,-0.100267,0.020687,-0.994715,-1.351804,1.603240,2.144366
4623,38.525000,0.009793,-0.100925,0.019014,-0.994664,-1.345318,1.603941,2.143646
4624,38.533333,0.009568,-0.101320,0.019979,-0.994607,-1.338961,1.604030,2.142521
4625,38.541667,0.009304,-0.101355,0.020627,-0.994593,-1.332297,1.604087,2.141222
4626,38.550000,0.009397,-0.100653,0.020635,-0.994663,-1.325786,1.604291,2.139934
4627,38.558333,0.010372,-0.100691,0.019864,-0.994665,-1.319282,1.604609,2.139108
4628,38.566667,0.012034,-0.104952,0.018000,-0.994242,-1.312503,1.603969,2.138410
4629,38.575000,0.008184,-0.100977,0.021954,-0.994613,-1.306067,1.604331,2.136084
4630,38.583333,0.009565,-0.101726,0.020796,-0.994549,-1.299390,1.604918,2.135291
4631,38.591667,0.011627,-0.103974,0.018675,-0.994337,-1.292904,1.604516,2.134548
4632,38.600000,0.007873,-0.100967,0.022134,-0.994612,-1.286191,1.604649,2.132341
4633,38.608333,,,,,,,
4634,38.616667,,,,,,,
4635,38.625000,0.008088,-0.101898,0.021926,-0.994520,-1.266070,1.605014,2.128701
4636,38.633333,0.008668,-0.102931,0.021180,-0.994425,-1.259323,1.605548,2.127879
4637,38.641667,0.007256,-0.102123,0.021375,-0.994516,-1.252600,1.605226,2.126261
4638,38.650000,0.008442,-0.102141,0.021496,-0.994502,-1.245868,1.605521,2.124790
4639,38.658333,0.007879,-0.102107,0.021597,-0.994508,-1.239012,1.605481,2.123583
4640,38.666667,0.008850,-0.103528,0.020429,-0.994377,-1.232070,1.606014,2.122874
4641,38.675000,0.012178,-0.103374,0.018979,-0.994387,-1.225189,1.606243,2.121891
4642,38.683333,0.009112,-0.103802,0.020735,-0.994340,-1.218319,1.606266,2.120135
4643,38.691667,0.009371,-0.104401,0.019964,-0.994291,-1.211561,1.606355,2.119090
4644,38.700000,0.008913,-0.103475,0.020484,-0.994381,-1.204550,1.606467,2.117499
4645,38.708333,0.009136,-0.103702,0.020626,-0.994353,-1.197706,1.606480,2.116040
4646,38.716667,0.008982,-0.103899,0.020508,-0.994336,-1.190639,1.606691,2.114825
4647,38.725000,0.008672,-0.104452,0.020509,-0.994281,-1.183609,1.606856,2.113554
4648,38.733333,0.013430,-0.105376,0.018490,-0.994170,-1.176762,1.606961,2.112839
4649,38.741667,0.007884,-0.104000,0.021031,-0.994324,-1.169455,1.606625,2.110540
4650,38.750000,0.009078,-0.104546,0.020383,-0.994270,-1.162376,1.607209,2.109341
4651,38.758333,0.009229,-0.104797,0.020262,-0.994244,-1.155362,1.607354,2.108236
4652,38.766667,0.007387,-0.104346,0.021151,-0.994289,-1.148313,1.606952,2.106402
4653,38.775000,0.009047,-0.105404,0.020480,-0.994177,-1.140902,1.607512,2.105359
4654,38.783333,0.009224,-0.105904,0.020416,-0.994124,-1.133854,1.607677,2.104207
4655,38.791667,0.013362,-0.106427,0.017723,-0.994073,-1.126880,1.607596,2.103110
4656,38.800000,0.007752,-0.104893,0.021097,-0.994229,-1.119433,1.607491,2.100805
4657,38.808333,0.009009,-0.106320,0.020545,-0.994079,-1.112182,1.607916,2.099849
4658,38.816667,0.008089,-0.105484,0.020946,-0.994168,-1.104981,1.607682,2.098020
4659,38.825000,0.007920,-0.105519,0.021155,-0.994161,-1.097743,1.607832,2.096523
4660,38.833333,0.008984,-0.106669,0.020662,-0.994039,-1.090355,1.608249,2.095541
4661,38.841667,0.008821,-0.106631,0.020203,-0.994054,-1.083079,1.608275,2.094019
4662,38.850000,0.007511,-0.106844,0.021039,-0.994025,-1.075878,1.608137,2.092407
4663,38.858333,0.007723,-0.106310,0.021362,-0.994074,-1.068323,1.608242,2.090775
4664,38.866667,0.009018,-0.107470,0.020177,-0.993963,-1.060990,1.608571,2.089730
4665,38.875000,0.008887,-0.107073,0.019781,-0.994015,-1.053645,1.608710,2.088242
4666,38.883333,0.008882,-0.107174,0.020202,-0.993995,-1.046210,1.608747,2.086651
4667,38.891667,0.009412,-0.108035,0.019326,-0.993915,-1.038772,1.608885,2.085497
4668,38.900000,0.008077,-0.107167,0.020108,-0.994005,-1.031400,1.608694,2.083503
4669,38.908333,0.008830,-0.107572,0.019476,-0.993967,-1.023832,1.609072,2.082311
4670,38.916667,0.008931,-0.107839,0.019101,-0.993945,-1.016365,1.609097,2.080775
4671,38.925000,0.009316,-0.108481,0.019015,-0.993873,-1.008754,1.609251,2.079471
4672,38.933333,0.008888,-0.108048,0.019397,-0.993917,-1.001204,1.609328,2.077719
4673,38.941667,0.008910,-0.108124,0.018964,-0.993917,-0.993690,1.609345,2.076197
4674,38.950000,0.008904,-0.108857,0.018671,-0.993842,-0.986051,1.609505,2.074830
4675,38.958333,0.008784,-0.108331,0.018864,-0.993897,-0.978416,1.609520,2.073188
4676,38.966667,0.008933,-0.108811,0.018664,-0.993847,-0.970833,1.609642,2.071651
4677,38.975000,0.008125,-0.108428,0.019619,-0.993877,-0.963153,1.609422,2.069667
4678,38.983333,0.008844,-0.109326,0.018535,-0.993794,-0.955528,1.609716,2.068581
4679,38.991667,0.008561,-0.108769,0.017662,-0.993873,-0.947710,1.609898,2.066972
4680,39.000000,0.008559,-0.108970,0.018092,-0.993844,-0.940067,1.610038,2.065357
4681,39.008333,0.008710,-0.109671,0.018702,-0.993754,-0.932316,1.609957,2.063881
4682,39.016667,0.007890,-0.108961,0.018195,-0.993848,-0.924614,1.610052,2.062028
4683,39.025000,0.008422,-0.110001,0.018428,-0.993725,-0.916760,1.610140,2.060744
4684,39.033333,0.007257,-0.109063,0.017998,-0.993845,-0.909098,1.609825,2.058687
4685,39.041667,0.010114,-0.110656,0.017568,-0.993652,-0.901246,1.610345,2.057840
4686,39.050000,0.009633,-0.111214,0.017753,-0.993591,-0.893281,1.610424,2.056261
4687,39.058333,0.008581,-0.110640,0.018334,-0.993654,-0.885582,1.610311,2.054260
4688,39.066667,0.009273,-0.110696,0.018026,-0.993648,-0.877565,1.610481,2.052780
4689,39.075000,0.009110,-0.111275,0.018160,-0.993582,-0.869702,1.610448,2.050962
4690,39.083333,0.008033,-0.110770,0.018670,-0.993638,-0.861850,1.610264,2.049184
4691,39.091667,0.008389,-0.110963,0.018931,-0.993609,-0.853937,1.610271,2.047285
4692,39.100000,0.009086,-0.112235,0.018164,-0.993474,-0.845863,1.610640,2.046120
4693,39.108333,0.009079,-0.111749,0.018054,-0.993531,-0.838034,1.610704,2.044388
4694,39.116667,0.009148,-0.112023,0.017831,-0.993504,-0.829918,1.610649,2.042821
4695,39.125000,0.008235,-0.112322,0.018937,-0.993457,-0.821924,1.610495,2.040800
4696,39.133333,0.009380,-0.112228,0.017747,-0.993480,-0.813870,1.610837,2.039373
4697,39.141667,0.009238,-0.112455,0.017614,-0.993458,-0.805925,1.610885,2.037802
4698,39.150000,0.008588,-0.112143,0.018709,-0.993479,-0.797924,1.610636,2.035641
4699,39.158333,0.008311,-0.112692,0.018501,-0.993423,-0.789781,1.610581,2.034007
4700,39.166667,0.008836,-0.112574,0.018228,-0.993437,-0.781812,1.610734,2.032210
4701,39.175000,0.007073,-0.114525,0.019851,-0.993197,-0.773326,1.610940,2.031180
4702,39.183333,0.009527,-0.114003,0.017518,-0.993280,-0.765525,1.610973,2.029292
